"transactionDate","DPOZ","country","contractType","wayOfTrading","buySellIndicator","marketSegment","energyCommodity","deliveryStart","relativePeriod","periodLength","MTU/Load","noOfTransactions","noOfMPs"
"Y2025M03D05","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D06","D+1","D","GD","689","20"
"Y2025M02D17","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D18","D+1","D","GD","192","42"
"Y2025M03D03","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D03","D+0","[Other<D]","GD","28","9"
"Y2025M03D30","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M04D02","","All","GD","27","<6"
"Y2025M02D06","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D07","D+1","D","GD","185","7"
"Y2025M01D08","EU","EU","All","BROKERED and CLEARED on EXCHANGE","S","DayAhead and WithinDay","NG","Y2025M01D09","","All","GD","<6","<6"
"Y2025M03D28","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D29","D+1","D","GD","44","6"
"Y2025M01D17","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D17","","All","GD","45","10"
"Y2025M03D20","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D20","D+0","[Other<D]","GD","63","7"
"Y2025M03D11","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D13","","All","GD","19","<6"
"Y2025M03D26","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D28","","All","GD","6","<6"
"Y2025M01D17","EU","EU","All","BROKERED and CLEARED on EXCHANGE","S","DayAhead and WithinDay","NG","Y2025M01D19","","All","GD","<6","<6"
"Y2025M01D14","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D15","D+1","D","GD","3302","121"
"Y2025M01D03","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D06","D+3","D","GD","369","61"
"Y2025M03D22","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D23","D+1","D","GD","37","6"
"Y2025M03D11","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D11","D+0","D","GD","68","8"
"Y2025M03D15","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D17","D+2","D","GD","36","8"
"Y2025M02D26","EU","EU","All","BROKERED and CLEARED on EXCHANGE","B","DayAhead and WithinDay","NG","Y2025M02D27","","All","GD","<6","<6"
"Y2025M01D13","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D13","D+0","D","GD","104","12"
"Y2025M02D20","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D21","","All","GD","57","19"
"Y2025M03D08","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D10","D+2","D","GD","16","6"
"Y2025M01D01","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D04","","All","GD","16","<6"
"Y2025M02D19","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D20","D+1","D","GD","120","17"
"Y2025M02D09","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D09","D+0","D","GD","15","8"
"Y2025M01D23","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D23","D+0","[Other<D]","GD","40","10"
"Y2025M02D28","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D02","D+2","D","GD","31","21"
"Y2025M03D27","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D29","","[W<Other<M]","GD","24","8"
"Y2025M02D28","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D01","D+1","D","GD","16","9"
"Y2025M03D23","EU","EU","All","BROKERED and CLEARED on EXCHANGE","S","DayAhead and WithinDay","NG","Y2025M03D24","","All","GD","<6","<6"
"Y2025M02D17","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D19","","All","GD","13","6"
"Y2025M03D18","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D18","D+0","D","GD","94","24"
"Y2025M02D08","21Z000000000520T","LT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D09","D+1","D","GD","24","6"
"Y2025M02D07","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D07","","All","GD","67","12"
"Y2025M01D29","21Z000000000520T","LT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D29","D+0","D","GD","34","9"
"Y2025M02D08","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D09","D+1","[Other<D]","GD","16","8"
"Y2025M03D31","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M04D01","D+1","D","GD","73","14"
"Y2025M03D28","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D28","","All","GD","24","10"
"Y2025M03D08","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D09","D+1","D","GD","15","6"
"Y2025M01D30","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D31","D+1","D","GD","133","10"
"Y2025M01D29","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D30","D+1","D","GD","429","44"
"Y2025M01D31","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D31","D+0","D","GD","584","72"
